customer_id,month,income,expense,balance,transaction_count,volatility,default_flag
4,8,71046.96,59887.27,128033.64,22,0.22,0
4,9,46975.16,39857.22,135151.59,39,0.22,0
4,10,67763.18,56521.31,146393.46,21,0.22,0
4,11,64167.61,50513.89,160047.18,21,0.22,0
4,12,51213.27,45329.24,165931.21,38,0.22,0
5,1,42863.51,28802.32,44166.67,57,0.29,0
5,2,33515.61,21701.1,55981.18,39,0.29,0
5,3,32071.62,24971.13,63081.68,34,0.29,0
5,4,44744.5,35006.05,72820.13,37,0.29,0
5,5,35071.3,26858.37,81033.07,14,0.29,0
5,6,34010.46,24613.31,90430.21,24,0.29,0
5,7,48724.2,35354.09,103800.33,33,0.29,0
5,8,49497.52,38890.34,114407.51,21,0.29,0
5,9,47185.24,36312.66,125280.09,18,0.29,0
5,10,58084.25,43246.49,140117.85,40,0.29,0
5,11,27965.25,21249.21,146833.89,20,0.29,0
5,12,50481.29,39108.35,158206.84,32,0.29,0
6,1,112211.72,94978.69,55311.7,26,0.24,0
6,2,68459.19,53347.65,70423.24,31,0.24,0
6,3,45621.02,33074.21,82970.05,53,0.24,0
6,4,31318.52,23959.63,90328.95,25,0.24,0
6,5,58859.9,42685.33,106503.52,25,0.24,0
6,6,73125.85,54079.55,125549.81,45,0.24,0
6,7,59543.71,44879.72,140213.8,22,0.24,0
6,8,60786.91,44222.06,156778.65,53,0.24,0
6,9,83795.6,68805.65,171768.6,9,0.24,0
6,10,60362.58,51086.49,181044.69,25,0.24,0
6,11,34120.55,24968.48,190196.77,35,0.24,0
6,12,69969.38,54897.66,205268.48,26,0.24,0
7,1,32983.5,18896.03,52671.31,39,0.21,0
7,2,48897.52,26250.87,75317.96,46,0.21,0
7,3,30472.45,15540.8,90249.61,25,0.21,0
7,4,42926.16,20728.37,112447.41,48,0.21,0
7,5,13745.17,6746.12,119446.45,19,0.21,0
7,6,25852.34,13890.17,131408.63,16,0.21,0
7,7,40957.51,20968.31,151397.83,31,0.21,0
7,8,45800.68,25765.7,171432.8,53,0.21,0
7,9,35697.48,17135.53,189994.75,34,0.21,0
7,10,43265.53,23109.42,210150.87,30,0.21,0
7,11,46335.05,23787.33,232698.59,36,0.21,0
7,12,39256.61,20802.56,251152.64,51,0.21,0
8,1,56752.74,45671.86,28912.53,32,0.32,1
8,2,38166.01,30726.44,36352.1,38,0.32,1
8,3,40593.6,32338.26,44607.44,24,0.32,1
8,4,60762.95,49421.35,55949.04,39,0.32,1
8,5,70017.02,66311.39,59654.67,38,0.32,1
8,6,57386.79,48331.58,68709.88,35,0.32,1
8,7,36824.15,34417.13,71116.9,29,0.32,1
8,8,49523.97,42494.3,78146.56,23,0.32,1
8,9,65556.68,75242.8,68492.2,27,0.32,1
8,10,64587.29,71724.84,65108.29,43,0.32,1
8,11,48045.59,54786.64,52992.28,33,0.32,1
8,12,45725.78,49028.78,49928.63,21,0.32,1
9,1,94173.6,48800.12,85468.47,36,0.25,0
9,2,67060.77,38219.43,114309.8,29,0.25,0
9,3,101365.36,55498.1,160177.06,28,0.25,0
9,4,93963.01,48796.15,205343.91,43,0.25,0
9,5,86405.01,44594.62,247154.3,24,0.25,0
9,6,92841.58,48006.58,291989.3,38,0.25,0
9,7,51715.53,31010.54,312694.29,15,0.25,0
9,8,67776.24,35062.24,345408.29,43,0.25,0
9,9,87756.1,48773.04,384391.35,44,0.25,0
9,10,75191.39,42166.96,417415.77,29,0.25,0
9,11,87998.1,52103.89,453309.98,21,0.25,0
9,12,91480.62,50333.5,494457.11,30,0.25,0
10,1,52144.24,29195.28,33435.15,32,0.34,0
10,2,60609.77,28375.79,65669.12,34,0.34,0
10,3,61464.03,31602.48,95530.67,44,0.34,0
10,4,79976.32,40559.57,134947.42,42,0.34,0
10,5,97504.55,53906.39,178545.58,51,0.34,0
10,6,43816.5,21426.74,200935.34,28,0.34,0
10,7,32631.23,16210.77,217355.79,22,0.34,0
10,8,63428.82,35542.77,245241.84,10,0.34,0
10,9,67767.48,36859.94,276149.38,21,0.34,0
10,10,70415.54,39000.37,307564.55,37,0.34,0
10,11,90560.72,45590.92,352534.35,41,0.34,0
10,12,50754.06,28507.3,374781.11,32,0.34,0
11,1,32229.91,18705.81,57208.86,42,0.34,0
11,2,32297.51,20460.96,69045.41,29,0.34,0
11,3,33599.78,20906.12,81739.07,30,0.34,0
11,4,29960.01,16377.73,95321.35,14,0.34,0
11,5,34915.54,19496.88,110740.01,35,0.34,0
11,6,45667.31,26199.15,130208.17,45,0.34,0
11,7,37340.23,22136.91,145411.48,22,0.34,0
11,8,34853.39,22028.54,158236.34,45,0.34,0
11,9,57106.97,36258.59,179084.71,47,0.34,0
11,10,21870.49,11696.33,189258.87,27,0.34,0
11,11,40920.47,25147.47,205031.87,43,0.34,0
11,12,28580.49,15236.79,218375.57,26,0.34,0
12,1,44877.73,25940.69,65103.39,45,0.18,0
12,2,66761.03,38974.25,92890.17,39,0.18,0
12,3,69824.8,45366.28,117348.69,12,0.18,0
12,4,65213.15,38557.28,144004.56,29,0.18,0
12,5,70689.45,40696.27,173997.74,16,0.18,0
12,6,73871.99,40301.2,207568.53,18,0.18,0
12,7,71698.99,41422.07,237845.45,29,0.18,0
12,8,77280.38,47612.36,267513.46,25,0.18,0
12,9,60197.04,32589.62,295120.89,24,0.18,0
12,10,56409.79,31454.87,320075.8,15,0.18,0
12,11,63589.54,36878.1,346787.24,49,0.18,0
12,12,66297.4,35879.94,377204.7,35,0.18,0
13,1,65683.37,30731.88,81786.39,27,0.31,0
13,2,52426.14,21770.01,112442.52,35,0.31,0
13,3,62226.69,28083.32,146585.88,6,0.31,0
13,4,54760.46,25337.69,176008.65,8,0.31,0
13,5,80317.15,35492.89,220832.92,33,0.31,0
13,6,47415.92,20684.84,247563.99,30,0.31,0
13,7,33944.27,14274.66,267233.6,32,0.31,0
13,8,64099.16,27254.4,304078.36,29,0.31,0
13,9,54334.57,22133.28,336279.65,19,0.31,0
13,10,72705.17,33202.42,375782.4,39,0.31,0
13,11,67900.17,27462.62,416219.95,44,0.31,0
13,12,118506.7,54811.88,479914.77,40,0.31,0
14,1,33399.47,18354.97,50881.19,16,0.16,0
14,2,37522.76,18713.73,69690.22,25,0.16,0
14,3,31014.89,15666.04,85039.07,24,0.16,0
14,4,29712.19,15048.9,99702.37,4,0.16,0
14,5,38188.75,22690.49,115200.62,27,0.16,0
14,6,29473.69,17471.06,127203.25,32,0.16,0
14,7,35938.75,18531.82,144610.19,35,0.16,0
14,8,29090.59,17117.56,156583.21,50,0.16,0
14,9,43306.37,22434.55,177455.04,23,0.16,0
14,10,37564.52,19637.93,195381.63,32,0.16,0
14,11,19438.49,9990.82,204829.3,32,0.16,0
14,12,29491.46,15305.49,219015.27,18,0.16,0
15,1,44266.51,25879.63,30459.82,26,0.21,0
15,2,47195.03,31329.15,46325.7,37,0.21,0
15,3,60019.53,38228.15,68117.08,44,0.21,0
15,4,33956.92,23620.39,78453.61,19,0.21,0
15,5,58221.72,40564.68,96110.65,23,0.21,0
15,6,59546.33,40751.31,114905.67,45,0.21,0
15,7,57841.63,34840.58,137906.72,25,0.21,0
15,8,50407.35,34320.93,153993.14,26,0.21,0
15,9,57299.68,35668.15,175624.67,50,0.21,0
15,10,50954.38,34706.6,191872.45,39,0.21,0
15,11,30921.47,19659.52,203134.39,19,0.21,0
15,12,65932.09,42257.1,226809.38,21,0.21,0
16,1,52340.84,31752.78,66846.94,15,0.21,0
16,2,68283.72,37504.1,97626.55,35,0.21,0
16,3,69495.33,41412.76,125709.13,31,0.21,0
16,4,57807.63,31835.11,151681.65,19,0.21,0
16,5,45346.51,28152.3,168875.86,30,0.21,0
16,6,49316.2,30724.88,187467.19,26,0.21,0
16,7,64603.3,40698.72,211371.76,27,0.21,0
16,8,43454.19,27251.95,227574.0,25,0.21,0
16,9,48438.98,29947.78,246065.2,38,0.21,0
16,10,70762.36,43512.27,273315.29,13,0.21,0
16,11,58190.67,33382.69,298123.27,12,0.21,0
16,12,72404.86,42534.05,327994.07,31,0.21,0
17,1,90197.24,66158.19,68924.01,37,0.06,0
17,2,90731.32,59581.86,100073.47,34,0.06,0
17,3,99006.81,68811.56,130268.72,43,0.06,0
17,4,90567.43,69356.01,151480.14,31,0.06,0
17,5,84735.46,65598.83,170616.77,28,0.06,0
17,6,102270.29,70717.02,202170.04,35,0.06,0
17,7,88868.31,66515.58,224522.78,25,0.06,0
17,8,93889.04,71823.97,246587.85,6,0.06,0
17,9,83242.76,61537.16,268293.45,17,0.06,0
17,10,82185.17,57448.6,293030.02,27,0.06,0
17,11,88432.29,62388.69,319073.62,27,0.06,0
17,12,93651.45,64273.43,348451.65,28,0.06,0
18,1,99545.33,44201.77,72465.0,27,0.25,0
18,2,56311.33,20994.68,107781.64,30,0.25,0
18,3,80798.27,33474.96,155104.96,30,0.25,0
18,4,77267.27,29590.26,202781.96,28,0.25,0
18,5,80735.94,30792.46,252725.44,29,0.25,0
18,6,67213.31,27679.75,292259.01,43,0.25,0
18,7,26247.68,10544.5,307962.19,42,0.25,0
18,8,37592.24,14229.23,331325.2,32,0.25,0
18,9,72800.85,32237.72,371888.33,15,0.25,0
18,10,62675.34,26214.32,408349.35,26,0.25,0
18,11,76387.04,28919.31,455817.08,39,0.25,0
18,12,102352.42,37675.48,520494.02,22,0.25,0
19,1,37929.29,28766.67,23326.96,34,0.06,0
19,2,38309.1,26745.27,34890.79,27,0.06,0
19,3,40628.59,31875.21,43644.17,34,0.06,0
19,4,42672.36,29551.6,56764.93,19,0.06,0
19,5,40371.09,26817.12,70318.9,26,0.06,0
19,6,35427.1,28120.03,77625.97,47,0.06,0
19,7,37933.22,26573.59,88985.6,40,0.06,0
19,8,41949.99,29440.83,101494.76,12,0.06,0
19,9,36277.76,26976.4,110796.12,47,0.06,0
19,10,35244.25,28264.27,117776.11,24,0.06,0
19,11,37884.72,29935.78,125725.04,33,0.06,0
19,12,41198.53,32138.23,134785.35,29,0.06,0
20,1,44006.8,22375.9,56970.02,31,0.21,0
20,2,42804.31,25087.85,74686.49,17,0.21,0
20,3,45500.11,23205.31,96981.28,31,0.21,0
20,4,35284.98,18002.13,114264.13,50,0.21,0
20,5,51338.22,29241.09,136361.26,32,0.21,0
20,6,53847.53,29351.25,160857.54,19,0.21,0
20,7,49376.05,28570.27,181663.33,11,0.21,0
20,8,32433.91,17396.27,196700.97,26,0.21,0
20,9,46425.28,25318.6,217807.66,23,0.21,0
20,10,31230.99,15982.67,233055.97,43,0.21,0
20,11,36180.37,18548.14,250688.21,20,0.21,0
20,12,69462.77,38331.63,281819.34,30,0.21,0
21,1,50885.45,25804.08,45571.93,31,0.06,0
21,2,47402.06,25358.5,67615.49,39,0.06,0
21,3,52576.14,27686.17,92505.46,47,0.06,0
21,4,47813.6,25812.52,114506.54,25,0.06,0
21,5,54663.18,26475.8,142693.93,39,0.06,0
21,6,47172.81,21983.39,167883.35,41,0.06,0
21,7,52452.79,24941.99,195394.15,36,0.06,0
21,8,56014.62,29745.98,221662.79,31,0.06,0
21,9,54436.1,28687.01,247411.87,40,0.06,0
21,10,51266.63,25961.26,272717.24,36,0.06,0
21,11,54029.03,25666.52,301079.75,32,0.06,0
21,12,55245.07,25422.04,330902.78,31,0.06,0
22,1,45928.19,39394.97,54303.87,30,0.34,1
22,2,34127.27,28359.9,60071.25,15,0.34,1
22,3,39561.63,31521.47,68111.41,32,0.34,1
22,4,28263.64,23588.45,72786.6,27,0.34,1
22,5,35340.68,29345.02,78782.26,44,0.34,1
22,6,36050.65,29956.06,84876.84,38,0.34,1
22,7,37047.83,32682.76,89241.91,30,0.34,1
22,8,46070.34,43209.86,92102.38,42,0.34,1
22,9,25903.42,26274.99,82373.21,52,0.34,1
22,10,29600.22,33590.56,74767.72,25,0.34,1
22,11,50543.3,54778.84,71115.77,25,0.34,1
22,12,30534.86,30248.19,71022.88,19,0.34,1
23,1,59147.05,22824.47,63433.5,20,0.35,0
23,2,36274.39,15958.7,83749.19,21,0.35,0
23,3,37823.82,15818.4,105754.61,36,0.35,0
23,4,54037.39,22153.96,137638.04,46,0.35,0
23,5,29983.67,11575.98,156045.73,24,0.35,0
23,6,45884.72,18201.51,183728.94,23,0.35,0
23,7,57414.55,24399.4,216744.08,24,0.35,0
23,8,43062.55,16639.36,243167.28,26,0.35,0
23,9,41187.46,17156.15,267198.58,14,0.35,0
23,10,27286.62,12000.89,282484.32,31,0.35,0
23,11,30316.21,13361.31,299439.21,26,0.35,0
23,12,45726.42,18889.42,326276.21,40,0.35,0
24,1,42510.69,24905.34,56542.16,24,0.13,0
24,2,48701.22,30561.47,74681.91,-4,0.13,0
24,3,42075.05,25126.42,91630.55,25,0.13,0
24,4,53670.03,32589.51,112711.06,13,0.13,0
24,5,50147.34,31630.22,131228.18,35,0.13,0
24,6,54060.95,33920.9,151368.23,34,0.13,0
24,7,51676.42,32342.48,170702.16,40,0.13,0
24,8,54427.94,32670.57,192459.53,23,0.13,0
24,9,50256.44,31712.24,211003.73,28,0.13,0
24,10,48234.4,27349.33,231888.8,23,0.13,0
24,11,50343.62,31395.89,250836.53,30,0.13,0
24,12,55089.07,29112.3,276813.31,38,0.13,0
25,1,31935.81,30033.67,22294.28,51,0.24,1
25,2,29425.35,26422.3,25297.33,25,0.24,1
25,3,27027.72,24709.16,27615.89,32,0.24,1
25,4,28822.2,23450.22,32987.86,34,0.24,1
25,5,34772.53,28288.5,39471.89,19,0.24,1
25,6,15667.09,14290.43,40848.55,39,0.24,1
25,7,23955.93,22436.99,42367.49,33,0.24,1
25,8,26790.9,25150.16,44008.22,9,0.24,1
25,9,23980.59,24468.02,32627.55,48,0.24,1
25,10,18065.18,18007.62,22738.28,8,0.24,1
25,11,20892.85,20463.48,14773.24,37,0.24,1
25,12,19176.35,22341.99,8820.69,38,0.24,1
26,1,58321.53,33962.03,50263.28,29,0.24,0
26,2,63265.33,41624.35,71904.26,22,0.24,0
26,3,50095.05,27686.27,94313.04,17,0.24,0
26,4,80592.04,52731.81,122173.27,35,0.24,0
26,5,59335.52,33910.63,147598.16,33,0.24,0
26,6,66345.71,42654.23,171289.63,34,0.24,0
26,7,68521.76,42843.85,196967.54,31,0.24,0
26,8,69986.64,45213.69,221740.49,19,0.24,0
26,9,59034.7,33304.22,247470.97,23,0.24,0
26,10,85747.44,49162.08,284056.33,22,0.24,0
26,11,59546.77,36910.78,306692.33,38,0.24,0
26,12,50333.17,29532.13,327493.36,27,0.24,0
27,1,36435.52,16513.84,49119.24,37,0.17,0
27,2,52716.61,20878.81,80957.03,34,0.17,0
27,3,41570.52,17198.48,105329.07,29,0.17,0
27,4,69612.48,31596.23,143345.31,29,0.17,0
27,5,47779.96,20119.34,171005.94,30,0.17,0
27,6,42325.11,17911.62,195419.43,30,0.17,0
27,7,41282.16,18251.5,218450.08,27,0.17,0
27,8,57850.15,23722.21,252578.02,36,0.17,0
27,9,61266.73,24222.22,289622.53,39,0.17,0
27,10,64701.22,30318.25,324005.49,33,0.17,0
27,11,57070.32,24096.02,356979.79,36,0.17,0
27,12,50572.48,23460.88,384091.4,39,0.17,0
28,1,66061.64,39959.78,39367.06,23,0.27,0
28,2,70550.02,50267.94,59649.14,19,0.27,0
28,3,69557.2,48803.21,80403.13,29,0.27,0
28,4,127964.01,85805.6,122561.55,20,0.27,0
28,5,97598.4,71152.67,149007.28,30,0.27,0
28,6,83753.08,52207.36,180553.0,24,0.27,0
28,7,85754.88,51534.13,214773.74,27,0.27,0
28,8,44649.72,31792.79,227630.67,39,0.27,0
28,9,100218.22,65474.44,262374.45,17,0.27,0
28,10,49114.22,35749.42,275739.25,14,0.27,0
28,11,124891.62,86559.83,314071.04,40,0.27,0
28,12,80287.03,57513.65,336844.41,13,0.27,0
29,1,61200.46,44592.65,35034.29,43,0.32,0
29,2,46791.98,35240.3,46585.98,23,0.32,0
29,3,34032.02,25925.93,54692.07,23,0.32,0
29,4,45748.79,31799.98,68640.88,27,0.32,0
29,5,48695.05,33529.45,83806.47,26,0.32,0
29,6,11457.56,8124.75,87139.28,32,0.32,0
29,7,36550.21,27834.22,95855.27,18,0.32,0
29,8,52229.67,35089.75,112995.19,17,0.32,0
29,9,35139.27,26761.74,121372.72,33,0.32,0
29,10,20552.75,13087.8,128837.67,27,0.32,0
29,11,42438.22,28581.3,142694.58,17,0.32,0
29,12,37933.4,25081.09,155546.9,42,0.32,0
30,1,78694.09,39849.27,50311.68,26,0.1,0
30,2,87613.22,45278.83,92646.06,33,0.1,0
30,3,81955.64,42545.99,132055.72,27,0.1,0
30,4,71083.57,32787.64,170351.65,30,0.1,0
30,5,67511.68,35493.76,202369.56,37,0.1,0
30,6,71924.44,33498.27,240795.74,24,0.1,0
30,7,72578.97,32625.28,280749.42,39,0.1,0
30,8,75031.01,35950.67,319829.77,8,0.1,0
30,9,93874.33,46905.0,366799.09,41,0.1,0
30,10,64949.35,29531.75,402216.68,32,0.1,0
30,11,67779.5,32404.12,437592.07,28,0.1,0
30,12,74092.54,37205.47,474479.13,29,0.1,0
31,1,107545.09,71905.8,68463.68,41,0.31,0
31,2,52953.37,38675.35,82741.7,46,0.31,0
31,3,87577.53,68287.08,102032.16,22,0.31,0
31,4,105048.6,78677.36,128403.39,27,0.31,0
31,5,120183.46,91650.87,156935.99,34,0.31,0
31,6,38151.17,27952.82,167134.34,20,0.31,0
31,7,94908.21,71290.21,190752.33,37,0.31,0
31,8,112126.84,73451.49,229427.68,27,0.31,0
31,9,75746.88,51814.85,253359.71,30,0.31,0
31,10,48267.2,35555.45,266071.46,13,0.31,0
31,11,55395.58,37209.84,284257.2,8,0.31,0
31,12,47891.1,31053.04,301095.26,23,0.31,0
32,1,88877.45,67664.18,46404.7,5,0.19,0
32,2,106952.47,68707.39,84649.78,18,0.19,0
32,3,53004.45,36858.4,100795.83,40,0.19,0
32,4,109051.99,79069.47,130778.34,36,0.19,0
32,5,82749.35,61293.07,152234.62,37,0.19,0
32,6,78597.48,52922.25,177909.84,28,0.19,0
32,7,82433.38,53842.78,206500.44,13,0.19,0
32,8,73242.78,49747.09,229996.13,39,0.19,0
32,9,65918.85,47152.02,248762.96,39,0.19,0
32,10,52472.49,38852.08,262383.37,23,0.19,0
32,11,52242.36,34274.76,280350.97,35,0.19,0
32,12,60968.14,40514.89,300804.21,48,0.19,0
33,1,53103.62,25552.84,47813.29,35,0.22,0
33,2,46534.98,21662.67,72685.6,30,0.22,0
33,3,54770.49,26420.46,101035.63,35,0.22,0
33,4,49999.67,21366.08,129669.22,34,0.22,0
33,5,36862.24,17850.9,148680.56,47,0.22,0
33,6,50100.88,21522.13,177259.31,37,0.22,0
33,7,44897.36,21671.76,200484.91,38,0.22,0
33,8,74703.06,31133.13,244054.84,21,0.22,0
33,9,43524.04,20077.33,267501.55,51,0.22,0
33,10,59492.28,28933.46,298060.38,22,0.22,0
33,11,51158.25,20987.07,328231.55,28,0.22,0
33,12,67715.59,30991.62,364955.52,46,0.22,0
34,1,30285.88,19581.05,60216.25,21,0.2,0
34,2,55221.21,37949.44,77488.02,39,0.2,0
34,3,50787.03,38889.8,89385.26,35,0.2,0
34,4,55132.37,36704.12,107813.51,18,0.2,0
34,5,35742.99,24198.64,119357.86,30,0.2,0
34,6,35256.75,22456.53,132158.08,23,0.2,0
34,7,47450.0,33348.7,146259.37,33,0.2,0
34,8,48545.19,34070.67,160733.9,18,0.2,0
34,9,31415.7,22646.72,169502.88,46,0.2,0
34,10,45110.09,31233.6,183379.36,30,0.2,0
34,11,35995.02,27394.11,191980.27,35,0.2,0
34,12,34007.87,22293.32,203694.82,20,0.2,0
35,1,66693.9,45258.38,45338.38,36,0.28,0
35,2,43648.34,25391.31,63595.4,15,0.28,0
35,3,68420.84,42955.02,89061.23,31,0.28,0
35,4,40595.81,26675.66,102981.38,32,0.28,0
35,5,53112.76,35078.29,121015.85,28,0.28,0
35,6,36038.16,21900.29,135153.72,21,0.28,0
35,7,25181.81,15418.93,144916.6,35,0.28,0
35,8,81787.53,51292.72,175411.4,18,0.28,0
35,9,51133.07,35114.28,191430.19,38,0.28,0
35,10,45762.11,31073.65,206118.65,34,0.28,0
35,11,52379.49,31965.05,226533.09,29,0.28,0
35,12,59279.63,35613.02,250199.7,35,0.28,0
36,1,38120.83,20320.84,41643.97,40,0.26,0
36,2,53188.71,23987.45,70845.23,54,0.26,0
36,3,43700.12,22398.15,92147.2,30,0.26,0
36,4,31310.99,14932.11,108526.07,26,0.26,0
36,5,35223.84,15664.84,128085.07,30,0.26,0
36,6,53862.17,28660.66,153286.57,11,0.26,0
36,7,39458.27,19230.39,173514.45,20,0.26,0
36,8,45611.12,22827.09,196298.48,35,0.26,0
36,9,31670.26,15878.98,212089.76,27,0.26,0
36,10,65630.88,29123.6,248597.04,24,0.26,0
36,11,42343.38,19050.42,271890.0,23,0.26,0
36,12,43671.59,22074.66,293486.93,30,0.26,0
37,1,49982.97,45144.97,39446.78,15,0.29,1
37,2,27069.85,26198.46,40318.17,27,0.29,1
37,3,23358.45,20429.04,43247.59,27,0.29,1
37,4,52951.29,49791.26,46407.62,26,0.29,1
37,5,32442.75,26342.28,52508.1,4,0.29,1
37,6,48989.29,40815.33,60682.05,22,0.29,1
37,7,22070.77,17892.58,64860.24,31,0.29,1
37,8,27643.01,25071.25,67432.0,29,0.29,1
37,9,52822.13,52365.92,66733.46,28,0.29,1
37,10,33974.05,38363.26,58977.94,21,0.29,1
37,11,23300.72,24914.87,48666.1,13,0.29,1
37,12,31378.86,35099.79,41419.11,40,0.29,1
38,1,50759.1,21862.78,57355.42,37,0.32,0
38,2,65941.0,28398.94,94897.48,23,0.32,0
38,3,63416.53,26682.92,131631.09,34,0.32,0
38,4,47098.57,19792.6,158937.06,27,0.32,0
38,5,61905.44,23796.52,197045.98,26,0.32,0
38,6,63730.6,24425.79,236350.8,21,0.32,0
38,7,85217.57,34270.6,287297.77,42,0.32,0
38,8,47500.12,20555.34,314242.55,25,0.32,0
38,9,51759.23,19955.34,346046.44,41,0.32,0
38,10,74034.51,29577.83,390503.12,36,0.32,0
38,11,85455.7,34978.27,440980.55,26,0.32,0
38,12,55331.36,23729.19,472582.72,36,0.32,0
39,1,65615.84,47834.05,66521.34,39,0.06,0
39,2,74597.89,52080.69,89038.54,47,0.06,0
39,3,70672.73,43511.55,116199.73,40,0.06,0
39,4,70752.0,44468.81,142482.92,27,0.06,0
39,5,63898.75,41987.23,164394.43,10,0.06,0
39,6,70848.8,44681.17,190562.06,31,0.06,0
39,7,67422.68,48316.69,209668.04,27,0.06,0
39,8,62633.28,44293.1,228008.22,39,0.06,0
39,9,67654.31,47295.73,248366.8,32,0.06,0
39,10,73562.87,51166.45,270763.22,28,0.06,0
39,11,71205.83,44307.07,297661.98,41,0.06,0
39,12,69765.51,50463.97,316963.52,30,0.06,0
40,1,51835.46,44786.41,37283.15,33,0.11,0
40,2,66866.44,55065.12,49084.48,11,0.11,0
40,3,56496.21,46293.66,59287.03,37,0.11,0
40,4,58429.57,48551.57,69165.03,23,0.11,0
40,5,59048.62,47396.76,80816.89,27,0.11,0
40,6,50563.51,43355.06,88025.34,32,0.11,0
40,7,47051.04,39833.34,95243.03,18,0.11,0
40,8,58834.76,46214.52,107863.27,32,0.11,0
40,9,65286.41,47583.96,125565.71,22,0.11,0
40,10,60135.53,53099.62,132601.62,15,0.11,0
40,11,48929.93,36799.72,144731.83,37,0.11,0
40,12,53614.24,47673.18,150672.88,21,0.11,0
41,1,10260.62,8114.2,35868.19,12,0.32,1
41,2,25437.28,17782.84,43522.63,24,0.32,1
41,3,15348.1,12012.93,46857.8,55,0.32,1
41,4,19330.6,14892.18,51296.22,23,0.32,1
41,5,30691.78,24181.9,57806.1,42,0.32,1
41,6,14919.9,12092.73,60633.27,38,0.32,1
41,7,13784.35,9564.18,64853.43,29,0.32,1
41,8,25139.92,19927.06,70066.29,23,0.32,1
41,9,19107.25,17240.85,68331.64,44,0.32,1
41,10,14379.55,12051.52,65462.14,11,0.32,1
41,11,27474.02,27591.2,55612.36,36,0.32,1
41,12,12574.94,11796.74,45500.17,48,0.32,1
42,1,39218.47,32719.72,39373.64,25,0.17,0
42,2,37985.67,30113.68,47245.63,24,0.17,0
42,3,52540.07,43233.42,56552.28,33,0.17,0
42,4,45466.72,35483.62,66535.38,40,0.17,0
42,5,45102.36,39508.38,72129.36,35,0.17,0
42,6,42502.84,34556.71,80075.5,18,0.17,0
42,7,46205.26,34706.07,91574.69,29,0.17,0
42,8,60242.76,48769.28,103048.17,39,0.17,0
42,9,52591.41,40178.2,115461.38,20,0.17,0
42,10,48925.46,42130.78,122256.07,33,0.17,0
42,11,47537.89,35616.28,134177.68,28,0.17,0
42,12,45035.18,35164.62,144048.24,33,0.17,0
